datestop,arstmade,frisked,searched,addrnum,stname,stinter,crossst
3282015,N,Y,N, , ,FOUNTAIN AVENUE,BLAKE AVENUE
3282015,N,Y,N, , ,ALBANY AVENUE,RUTLAND ROAD
3302015,N,Y,Y,55,PARADE PLACE,CATON AVENUE,CROOKE AVENUE
4012015,N,Y,N, , ,EAST 16 STREET,AVENUE J
4032015,N,N,N,3014,BRIGHTON 1 STREET,BRIGHTON BEACH AVENUE,OCEANVIEW AVENUE
4032015,N,Y,N, , ,CAMPUS ROAD,AMERSFORT PLACE
4032015,Y,Y,Y,161,BUSH STREET,CLINTON STREET,COLUMBIA STREET
4042015,N,N,N, , ,MARCY AVENUE,RODNEY STREET
4052015,N,N,N, , ,ALBANY AVENUE,SCHENECTADY AVENUE
4062015,N,Y,N, , ,PITKIN AVENUE,MILLER AVENUE
4072015,Y,Y,N,743,EMPIRE BOULEVARD,TROY AVENUE,ALBANY AVENUE
4072015,Y,N,N,743,EMPIRE BOULEVARD,TROY AVENUE,ALBANY AVENUE
4082015,N,Y,N, , ,SUMPTER STREET,ROCKAWAY AVENUE
4082015,N,Y,N, , ,TRUXTON STREET,SACKMAN STREET
4082015,N,Y,N,57,EAST 18 STREET,CHURCH AVENUE,CATON AVENUE
4092015,N,Y,N,167,EAST 53 STREET,LENOX ROAD,CLARKSON AVENUE
4122015,N,Y,N, , ,MACDONOUGH STREET,THROOP AVENUE
4132015,N,Y,N, , ,ELDERTS LANE,LORING AVENUE
4142015,N,N,N, , ,18 AVENUE,76 STREET
4142015,N,Y,N, , ,FULTON STREET,ARLINGTON PLACE
4142015,N,N,N, , ,BAINBRIDGE STREET,REID AVENUE
4142015,N,Y,N, , ,YORK STREET,HUDSON AVENUE
4162015,N,Y,N,833,52 STREET,9 AVENUE,8 AVENUE
4162015,N,N,N, , ,SUTTER AVENUE,EUCLID AVENUE
4172015,N,Y,N, , ,UTICA AVENUE,FLATLANDS AVENUE
4172015,N,Y,N,299,ADELPHI STREET,LAFAYETTE AVENUE,DE KALB AVENUE
4182015,N,Y,N, , ,BRADFORD STREET,SUTTER AVENUE
4182015,N,Y,N,354,EAST 21 STREET,BEVERLEY ROAD,REGENT PLACE
4182015,N,N,N,372,FULTON STREET,SMITH STREET,RED HOOK LANE
4192015,N,Y,N,991,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
4202015,N,N,N, , ,AVENUE D,TROY AVENUE
4222015,N,Y,N, , ,8 AVENUE,39 STREET
4222015,N,Y,N,202,SOUTH 1 STREET,ROEBLING STREET,DRIGGS AVENUE
4242015,N,Y,Y, , ,MILL STREET,CLINTON STREET
4242015,N,Y,N,850,61 STREET,9 AVENUE,8 AVENUE
4242015,N,Y,N,825,46 STREET,9 AVENUE,8 AVENUE
4252015,N,N,N,291,STATE STREET,HOYT STREET,SMITH STREET
4262015,N,Y,N, , ,ELTON STREET,BLAKE AVENUE
4272015,N,Y,N,850,GRAND STREET,WATERBURY STREET,BUSHWICK AVENUE
4272015,N,Y,N,850,GRAND STREET,WATERBURY STREET,BUSHWICK AVENUE
4302015,N,N,N, , ,CLARKSON AVENUE,REMSEN AVENUE
5012015,N,Y,N, , ,FLATBUSH AVENUE,NEWKIRK AVENUE
5012015,N,N,N,8726,BAY 16 STREET,BATH AVENUE,RUTHERFORD PLACE
5052015,N,Y,N,5,NORTH ELLIOTT PLACE,PARK AVENUE,FLUSHING AVENUE
5052015,N,N,N,55,NORTH ELLIOTT PLACE,PARK AVENUE,FLUSHING AVENUE
5062015,N,N,N,1314,OCEAN PARKWAY,AVENUE N,AVENUE M
5062015,N,Y,N, , ,ROCKAWAY AVENUE,MARION STREET
5082015,N,Y,Y, , ,UTICA AVENUE,AVENUE L
5092015,N,Y,N, , ,EUCLID AVENUE,SUTTER AVENUE
5092015,N,N,N, , ,RODNEY STREET,DIVISION AVENUE
5092015,N,N,N, , ,RODNEY STREET,DIVISION AVENUE
5092015,Y,Y,Y, , ,THROOP AVENUE,MYRTLE AVENUE
5092015,Y,Y,N, , ,TOMPKINS AVENUE,MYRTLE AVENUE
5102015,N,Y,N, , ,MARCY AVENUE,FLUSHING AVENUE
5112015,N,Y,N,991,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
5112015,N,Y,N,991,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
5122015,N,Y,N,686,LAFAYETTE AVENUE,TOMPKINS AVENUE,MARCY AVENUE
5122015,N,Y,N,686,LAFAYETTE AVENUE,TOMPKINS AVENUE,MARCY AVENUE
5122015,N,Y,N,686,LAFAYETTE AVENUE,TOMPKINS AVENUE,MARCY AVENUE
5122015,N,N,N,785,MARCY AVENUE,GATES AVENUE,QUINCY STREET
5122015,N,Y,N,785,MARCY AVENUE,GATES AVENUE,QUINCY STREET
5132015,N,Y,N, , ,MARLBOROUGH ROAD,CORTELYOU ROAD
5132015,N,Y,N, , ,TOMPKINS AVENUE,MYRTLE AVENUE
5142015,N,Y,N,991,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
5142015,N,Y,N,991,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
5142015,N,Y,N,991,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
5142015,N,Y,N,991,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
5152015,N,Y,N,921,MYRTLE AVENUE,THROOP AVENUE,TOMPKINS AVENUE
5152015,N,Y,N, , ,TOMPKINS AVENUE,MYRTLE AVENUE
5152015,N,Y,N, , ,TOMPKINS AVENUE,MYRTLE AVENUE
5192015,N,Y,N,2781,PITKIN AVENUE,HEMLOCK STREET,CRESCENT STREET
5192015,N,N,N, , ,FARRAGUT ROAD,EAST 40 STREET
5212015,N,Y,N,1466,NEW YORK AVENUE,FARRAGUT ROAD,VANDERVEER PROJECTS
5212015,N,Y,N, , ,PARKSIDE AVENUE,NEW YORK AVENUE
5242015,N,Y,N, , ,CRESCENT STREET,FULTON STREET
5242015,N,Y,N, , ,CRESCENT STREET,FULTON STREET
5242015,N,Y,N, , ,NOSTRAND AVENUE,BEVERLEY ROAD
5262015,N,Y,N,146,MAUJER STREET,GRAHAM AVENUE,MANHATTAN AVENUE
5262015,N,Y,N, , ,ELTON STREET,STANLEY AVENUE
5262015,N,Y,N, , ,FORT HAMILTON PARKWAY,55 STREET
5272015,N,Y,N, , ,EMPIRE BOULEVARD,FLATBUSH AVENUE
5282015,Y,N,N, , ,BERGEN STREET,5 AVENUE
5292015,N,N,N,728,DRIGGS AVENUE,SOUTH 2 STREET,SOUTH 1 STREET
5292015,N,Y,N,1353,UTICA AVENUE,FARRAGUT ROAD,FOSTER AVENUE
6032015,N,N,N, , ,16 AVENUE,40 STREET
6032015,N,N,N, , ,16 AVENUE,40 STREET
6032015,N,Y,N,585,PARK AVENUE,MARCY AVENUE,NOSTRAND AVENUE
6052015,N,N,Y,24,HAWTHORNE STREET,BEDFORD AVENUE,FLATBUSH AVENUE
6052015,N,Y,N, , ,AVENUE P,EAST 5 STREET
6062015,N,N,N,65,EAST 19 STREET,ALBEMARLE ROAD,TENNIS COURT
6062015,Y,Y,Y, , ,NEW UTRECHT AVENUE,55 STREET
6062015,N,N,N, , ,FORT HAMILTON PARKWAY,54 STREET
6082015,N,Y,N, , ,WEST 7 STREET,AVENUE T
6112015,N,N,N, , ,SMITH STREET,PRESIDENT STREET
6112015,Y,N,N, , ,WINTHROP STREET,FLATBUSH AVENUE
6122015,Y,Y,Y, , ,SOMERS STREET,BROADWAY
6142015,N,Y,N, , ,CLEVELAND STREET,LIBERTY AVENUE
6142015,N,Y,N, , ,CLEVELAND STREET,LIBERTY AVENUE
6152015,N,N,N,177,SANDS STREET,GOLD STREET,CHARLES STREET
6152015,N,Y,Y, , ,AVENUE P,WEST 10 STREET
6152015,N,Y,N,315,LEXINGTON AVENUE,MARCY AVENUE,NOSTRAND AVENUE
6152015,N,Y,N,1412,SAINT JOHNS PLACE,UTICA AVENUE,SCHENECTADY AVENUE
6162015,N,Y,N,200,THROOP AVENUE,MYRTLE AVENUE,PARK AVENUE
6162015,N,Y,N,1040,40 STREET,FORT HAMILTON PARKWAY,10 AVENUE
6172015,N,Y,N, , ,MARCY AVENUE,CLIFTON PLACE
6172015,N,Y,N, , ,BLAKE AVENUE,GEORGIA AVENUE
6182015,N,Y,N, , ,WEST 17 STREET,MERMAID AVENUE
6212015,N,N,N, , ,CLINTON STREET,MONTAGUE STREET
6222015,N,Y,N,215,STAGG WALK,BUSHWICK AVENUE,HUMBOLDT STREET
6222015,N,Y,N,215,STAGG WALK,BUSHWICK AVENUE,HUMBOLDT STREET
6222015,N,Y,N,651,ELTON STREET,HEGEMAN AVENUE,NEW LOTS AVENUE
6242015,Y,Y,N,1129,JEFFERSON AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE
6242015,N,Y,N,991,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
6242015,N,Y,N,991,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
6242015,N,Y,N, , ,CLEVELAND STREET,DUMONT AVENUE
6252015,N,N,N, , ,EAST 108 STREET,FLATLANDS AVENUE
6252015,N,Y,N,231,THROOP AVENUE,MYRTLE AVENUE,PARK AVENUE
6252015,N,Y,N, , ,FULTON STREET,ALBANY AVENUE
6252015,N,Y,N, , ,FULTON STREET,ALBANY AVENUE
6252015,N,Y,N, , ,FULTON STREET,ALBANY AVENUE
6292015,Y,Y,Y, , ,PENNSYLVANIA AVENUE,RIVERDALE AVENUE
7012015,N,N,N,216,WESTMINISTER ROAD,SLOCUM PLACE,BEVERLEY ROAD
7012015,N,Y,N,395,LIVONIA AVENUE,POWELL STREET,STONE AVENUE
7012015,N,Y,N, , ,CHRISTOPHER AVE,LIVONIA AVENUE
7012015,N,Y,N,***,WEST 32 STREET,MERMAID AVENUE,NEPTUNE AVENUE
7032015,N,N,N, , ,PIERREPONT STREET,COLUMBIA HEIGHTS
7032015,Y,N,N, , ,PIERREPONT STREET,CADMAN PLAZA WEST
7052015,N,Y,N, , ,SOMERS STREET,BROADWAY
7052015,N,N,N, , ,CATON AVENUE,MC DONALD AVENUE
7062015,N,Y,N, , ,NEPTUNE AVENUE,BAY VIEW AVENUE
7062015,N,Y,N, , ,HERKIMER STREET,HOWARD AVENUE
7062015,N,Y,N, , ,HERKIMER STREET,HOWARD AVENUE
7082015,N,Y,N,524,GREENE AVENUE,MARCY AVENUE,NOSTRAND AVENUE
7082015,N,Y,N,524,GREENE AVENUE,MARCY AVENUE,NOSTRAND AVENUE
7082015,N,Y,N, , ,MERMAID AVENUE,WEST 21 STREET
7092015,N,Y,N, , ,WEST 15 STREET,MERMAID AVENUE
7092015,N,Y,N, , ,WEST 15 STREET,MERMAID AVENUE
7102015,N,Y,Y, , ,BROADWAY,MYRTLE AVENUE
7112015,Y,N,N, , ,NEW UTRECHT AVENUE,79 STREET
7122015,N,Y,N,***,WEST 22 STREET,SURF AVENUE,MERMAID AVENUE
7132015,N,Y,N, , ,STERLING PLACE,SCHENECTADY AVENUE
7142015,N,Y,N,440,EAST 8 STREET,CORTELYOU ROAD,AVENUE C
7152015,N,N,N,130,MOORE STREET,BUSHWICK AVENUE,HUMBOLDT STREET
7162015,N,Y,Y, , ,EAST 95 STREET,EAST NEW YORK AVENUE
7202015,N,Y,N, , ,SHORE PARKWAY,STILLWELL AVENUE
7232015,N,N,N,80,GLENMORE AVENUE,STONE AVENUE,WATKINS STREET
7272015,N,Y,N, , ,SURF AVENUE,WEST 24 STREET
7282015,N,Y,N, , ,LINDEN BOULEVARD,MILFORD STREET
7302015,N,N,N,586,PENNSYLVANIA AVENUE,NEW LOTS AVENUE,RIVERDALE AVENUE
7312015,N,Y,N, , ,NOSTRAND AVENUE,PARK AVENUE
8012015,N,N,N, , ,BAY VIEW AVENUE,WEST 35 STREET
8022015,N,Y,N, , ,OCEAN AVENUE,PARKSIDE AVENUE
8052015,N,N,N, , ,MEEKER AVENUE,NORTH 8 STREET
8052015,N,N,N, , ,MEEKER AVENUE,NORTH 8 STREET
8062015,N,Y,N,791,HICKS STREET,BUSH STREET,MILL STREET
8062015,N,Y,N, , ,NEW YORK AVENUE,BERGEN STREET
8072015,N,N,N, , ,SOUTH 4 STREET,UNION AVENUE
8092015,Y,Y,Y, , ,10 AVENUE,43 STREET
8092015,Y,Y,Y, , ,10 AVENUE,43 STREET
8102015,N,Y,N, , ,CLASSON AVENUE,CLIFTON PLACE
8102015,N,Y,N, , ,CLASSON AVENUE,CLIFTON PLACE
8102015,N,Y,N, , ,CLASSON AVENUE,CLIFTON PLACE
8112015,N,Y,N,619,ROCKAWAY AVENUE,DUMONT AVENUE,BLAKE AVENUE
8122015,N,Y,N, , ,MADISON STREET,THROOP AVENUE
8122015,N,N,N, , ,LAFAYETTE AVENUE,BEDFORD AVENUE
8132015,N,Y,N, , ,GLENWOOD ROAD,OCEAN AVENUE
8132015,N,Y,N, , ,JOHN STREET,JAY STREET
8142015,N,Y,N,57,EAST 21 STREET,CATON AVENUE,WOODRUFF AVENUE
8142015,N,N,N, , ,53 STREET,21 AVENUE
8172015,N,Y,Y, , ,ROCKAWAY PARKWAY,RUTLAND ROAD
8172015,N,Y,N,345,DUMONT AVENUE,STONE AVENUE,ROCKAWAY AVENUE
8172015,N,Y,N,345,DUMONT AVENUE,STONE AVENUE,ROCKAWAY AVENUE
8182015,N,Y,N, , ,BUSHWICK AVENUE,GRAND STREET
8182015,N,Y,N, , ,BUSHWICK AVENUE,GRAND STREET
8202015,Y,Y,Y,155,EVERGREEN AVENUE,WILLOUGHBY AVENUE,TROUTMAN STREET
8202015,Y,Y,Y,155,EVERGREEN AVENUE,WILLOUGHBY AVENUE,TROUTMAN STREET
8212015,N,Y,N, , ,8 AVENUE,39 STREET
8222015,N,Y,N,***,85 STREET,23 AVENUE,BAY PARKWAY
8242015,N,N,N, ,UNION STREET,PLAZA STREET WEST,8 AVENUE
8242015,N,N,N,190,YORK STREET,GOLD STREET,BRIDGE STREET
8252015,N,N,N, , ,FLATBUSH AVENUE,NEVINS STREET
8252015,N,N,N, , ,7 AVENUE,PRESIDENT STREET
8262015,N,N,N, , ,EAST 21 STREET,NEWKIRK AVENUE
8282015,N,N,N, , ,STANLEY AVENUE,VAN SICLEN AVENUE
9012015,N,N,N, , ,FLATBUSH AVENUE,BERGEN STREET
9012015,N,Y,N,130,MOORE STREET,BUSHWICK AVENUE,HUMBOLDT STREET
9012015,N,N,N,77,VARET STREET,HUMBOLDT STREET,GRAHAM AVENUE
9032015,N,Y,N, , ,EAST 92 STREET,AVENUE J
9032015,N,Y,Y, , ,AVENUE C,OCEAN PARKWAY
9092015,N,N,N, , ,21 AVENUE,67 STREET
9112015,N,N,N,***,61 STREET,14 AVENUE,13 AVENUE
9122015,N,N,N, , ,AVENUE J,CONEY ISLAND AVENUE
9122015,N,Y,N,***,5 AVENUE,59 STREET,58 STREET
9122015,N,Y,N,***,5 AVENUE,59 STREET,58 STREET
9122015,N,Y,N,***,5 AVENUE,59 STREET,58 STREET
9122015,N,Y,N, , ,HART STREET,TOMPKINS AVENUE
9122015,N,Y,N, , ,HUMBOLDT STREET,MAUJER STREET
9122015,Y,Y,Y, , ,HUMBOLDT STREET,MAUJER STREET
9172015,N,Y,N, , ,SUTTER AVENUE,CHESTNUT STREET
9172015,N,N,N,27,BERRY STREET,NORTH 12 STREET,NASSAU AVENUE
9192015,N,Y,N, , ,CONEY ISLAND AVENUE,CHURCH AVENUE
9212015,N,Y,N, , ,MARCUS GARVEY BOULEVAR,MYRTLE AVENUE
9212015,N,Y,N, , ,MARCUS GARVEY BOULEVAR,MYRTLE AVENUE
9242015,N,N,N,297,MONTAUK AVENUE,BLAKE AVENUE,SUTTER AVENUE
9242015,N,N,N,297,MONTAUK AVENUE,BLAKE AVENUE,SUTTER AVENUE
9272015,N,N,N,272,COURT STREET,DE GRAW STREET,KANE STREET
9272015,N,N,N, , ,NEW UTRECHT AVENUE,45 STREET
9292015,Y,N,N, , ,SURF AVENUE,STILLWELL AVENUE
9302015,N,N,N,539,MEEKER AVENUE,NORTH HENRY STREET,RUSSELL STREET
10012015,N,Y,N, , ,FULTON STREET,NOSTRAND AVENUE
10022015,N,N,N,1299,FULTON STREET,VERONA PLACE,NOSTRAND AVENUE
10022015,N,Y,N,735,LINCOLN AVENUE,LINDEN BOULEVARD,SUTTER AVENUE
10032015,N,Y,N,50,CLAY STREET,MANHATTAN AVENUE,FRANKLIN STREET
10032015,N,Y,N,50,CLAY STREET,MANHATTAN AVENUE,FRANKLIN STREET
10032015,N,N,N, , ,MERMAID AVENUE,WEST 28 STREET
10032015,N,Y,Y, , ,MYRTLE AVENUE,THROOP AVENUE
10042015,N,Y,N, , ,NOSTRAND AVENUE,PRESIDENT STREET
10042015,N,Y,N, , ,FULTON STREET,NOSTRAND AVENUE
10062015,N,N,N,278,TROUTMAN STREET,IRVING AVENUE,KNICKERBOCKER AVENUE
10072015,N,Y,N, , ,NAVY STREET,SANDS STREET
10072015,N,Y,N, , ,NAVY STREET,SANDS STREET
10072015,N,Y,N, , ,NAVY STREET,SANDS STREET
10072015,N,N,N, , ,WALLABOUT STREET,HARRISON AVENUE
10072015,Y,Y,Y,2007,SURF AVENUE,WEST 21 STREET,WEST 20 STREET
10082015,Y,N,N, , , ,LIVONIA AVENUE
10082015,N,Y,N, , ,FOSTER AVENUE,RALPH AVENUE
10112015,N,Y,N, , ,NOSTRAND AVENUE,HERKIMER STREET
10112015,N,Y,N, , ,FRANKLIN AVENUE,HANCOCK STREET
10112015,N,Y,N, , ,PARKSIDE AVENUE,ROGERS AVENUE
10112015,N,Y,N, , ,PARKSIDE AVENUE,ROGERS AVENUE
10112015,N,N,N, , ,CLIFTON PLACE,MARCY AVENUE
10142015,N,Y,N, , ,MYRTLE AVENUE,WASHINGTON AVENUE
10162015,N,N,N,280,HERKIMER STREET,BROOKLYN AVENUE,HERKIMER COURT
10162015,N,Y,N, , ,GERRY STREET,BROADWAY
10162015,N,Y,N,486,GLENMORE AVENUE,MILLER AVENUE,BRADFORD STREET
10172015,N,Y,N,391,WYONA STREET,BLAKE AVENUE,SUTTER AVENUE
10192015,Y,Y,N,103,HURON STREET,MANHATTAN AVENUE,FRANKLIN STREET
10192015,N,N,N, , ,DUMONT AVENUE,SARATOGA AVENUE
10192015,N,N,N, , ,DUMONT AVENUE,SARATOGA AVENUE
10212015,N,N,N, , ,SAINT MARKS PLACE,5 AVENUE
10222015,N,N,N,2946,WEST 23 STREET,SURF AVENUE,MERMAID AVENUE
10242015,N,Y,N,978,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
10242015,N,Y,N,988,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
10242015,N,Y,N,988,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
10252015,N,Y,N, , ,TOMPKINS AVENUE,HART STREET
10292015,N,N,N, , ,PROSPECT AVENUE,GREENWOOD AVENUE
10292015,N,N,N, , ,TRUXTON STREET,SACKMAN STREET
10302015,N,Y,N, , ,SOMERS STREET,BROADWAY
11042015,N,Y,N,512,LEXINGTON AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
11042015,N,Y,N,512,LEXINGTON AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
11042015,N,N,N,200,EASTERN PARKWAY,CLASSON AVENUE,WASHINGTON AVENUE
11042015,N,N,N,200,EASTERN PARKWAY,CLASSON AVENUE,WASHINGTON AVENUE
11042015,N,Y,N,614,4 AVENUE,18 STREET,17 STREET
11062015,N,N,N, , ,SOUTH 2 STREET,WYTHE AVENUE
11062015,Y,Y,Y,315,SUTTER AVENUE,OSBORN PROJECTS,ROCKAWAY AVENUE
11072015,N,Y,Y, , ,VERMONT STREET,RIVERDALE AVENUE
11082015,Y,Y,N,120,SCHERMERHORN STREET,SMITH STREET,BOERUM PLACE
11122015,Y,N,N,2250,WEST 11 STREET,AVENUE W,MARLBOROUGH PROJECTS
11132015,N,Y,N,578,5 STREET,PROSPECT PARK WEST,8 AVENUE
11132015,N,Y,N,154,KINGSBOROUGH 1 WALK,BERGEN STREET,PACIFIC STREET
11182015,Y,Y,Y, , ,TRUXTON STREET,SACKMAN STREET
11192015,Y,N,Y, , ,BRIGHTON BEACH AVENUE,OCEAN PARKWAY
11192015,N,Y,Y, , ,DE KALB AVENUE,MARCUS GARVEY BOULEVARD
11202015,N,N,N,528,5 AVENUE,14 STREET,13 STREET
11232015,Y,N,Y,2945,WEST 23 STREET,SURF AVENUE,MERMAID AVENUE
11232015,Y,N,Y,2945,WEST 23 STREET,SURF AVENUE,MERMAID AVENUE
11242015,N,N,N, , ,PACIFIC STREET,4 AVENUE
11272015,N,N,N,734,42 STREET,8 AVENUE,7 AVENUE
11272015,N,Y,N, , ,CORTELYOU ROAD,CONEY ISLAND AVENUE
12022015,N,Y,Y, , ,BEDFORD AVENUE,FULTON STREET
12032015,N,Y,N,529,GATES AVENUE,TOMPKINS AVENUE,MARCY AVENUE
12042015,N,Y,N, , ,SURF AVENUE,WEST 17 STREET
12072015,N,N,N, , ,STERLING PLACE,UTICA AVENUE
12112015,Y,Y,Y,360,STONE AVENUE,PITKIN AVENUE,GLENMORE AVENUE
12112015,N,Y,N,3,SPENCER PLACE,FULTON STREET,HANCOCK STREET
12132015,Y,Y,Y,1455,49 STREET,15 AVENUE,14 AVENUE
12132015,N,Y,N, , ,STANLEY AVENUE,VAN SICLEN AVENUE
12142015,N,Y,Y,84,HAVEMEYER STREET,HOPE STREET,METROPOLITAN AVENUE
12162015,N,N,N,177,SANDS STREET,GOLD STREET,CHARLES STREET
12162015,N,N,N,177,SANDS STREET,GOLD STREET,CHARLES STREET
12202015,N,Y,Y,881,GATES AVENUE,REID AVENUE,STUYVESANT AVENUE
12202015,N,Y,N,1158,FULTON STREET,BEDFORD AVENUE,FRANKLIN AVENUE
12212015,N,Y,N,334,UTICA AVENUE,CARROLL STREET,PRESIDENT STREET
12232015,N,N,N, , ,3 AVENUE,OVINGTON AVENUE
12242015,N,Y,N,155,SEIGEL STREET,BUSHWICK AVENUE,HUMBOLDT STREET
12262015,N,Y,N, , ,MARION STREET,HOWARD AVENUE
12262015,N,Y,N, , ,MARION STREET,HOWARD AVENUE
12272015,N,Y,N, , ,BUSHWICK AVENUE,MAUJER STREET
12312015,N,Y,Y,225,HOYT STREET,DOUGLASS STREET,BALTIC STREET
1032015,N,Y,N,90,MESEROLE STREET,MANHATTAN AVENUE,LEONARD STREET
1032015,N,Y,N,90,MESEROLE STREET,MANHATTAN AVENUE,LEONARD STREET
1082015,N,Y,Y, , ,MADISON STREET,BROADWAY
1092015,Y,Y,N,928,MYRTLE AVENUE,THROOP AVENUE,TOMPKINS AVENUE
1092015,Y,Y,N, , ,MYRTLE AVENUE,THROOP AVENUE
1092015,N,Y,N,24,STONE AVENUE,MACDOUGAL STREET,SUMPTER STREET
1092015,Y,Y,Y, , ,EUCLID AVENUE,BELMONT AVENUE
1132015,N,N,N,1410,EAST NEW YORK AVENUE,AMBOY STREET,HERZL STREET
1132015,N,N,N,1410,EAST NEW YORK AVENUE,AMBOY STREET,HERZL STREET
1142015,N,Y,N,321,WARWICK STREET,LIBERTY AVENUE,ATLANTIC AVENUE
1182015,N,N,N,365,SACKMAN AVENUE, , 
1182015,N,N,N,365,SACKMAN STREET,SUTTER AVENUE,BELMONT AVENUE
1202015,N,N,N,131,BELMONT AVENUE,SACKMAN STREET,CHRISTOPHER AVE
1212015,N,N,N,395,LIVONIA AVENUE,POWELL STREET,STONE AVENUE
1212015,N,N,N,395,LIVONIA AVENUE,POWELL STREET,STONE AVENUE
1272015,N,Y,N,56,SOUTH 9 STREET,BERRY STREET,WYTHE AVENUE
1302015,Y,Y,Y,808,PARK AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
2012015,N,Y,N, , ,FLATBUSH AVENUE EXTENSION,WILLOUGHBY STREET
2012015,N,Y,N, , ,FLATBUSH AVENUE EXTENSION,WILLOUGHBY STREET
2012015,N,Y,N, , ,FLATBUSH AVENUE EXTENSION,WILLOUGHBY STREET
2042015,N,Y,N, , ,KNICKERBOCKER AVENUE,JEFFERSON STREET
2042015,N,Y,N, , ,KNICKERBOCKER AVENUE,JEFFERSON STREET
2052015,N,Y,N, , ,MARCUS GARVEY BOULEVARD,VAN BUREN STREET
2052015,N,Y,Y, , ,DE GRAW STREET,BOND STREET
2062015,N,Y,N, , ,BUSHWICK AVENUE,FLUSHING AVENUE
2062015,N,Y,N, , ,KINGSTON AVENUE,FULTON STREET
2072015,N,Y,N, , ,BARBEY STREET,ATLANTIC AVENUE
2082015,N,Y,N, , ,MADISON STREET,MARCY AVENUE
2082015,N,Y,N, , ,PARK AVENUE,DELMONICO PLACE
2132015,Y,Y,N,9910,SEAVIEW AVENUE,EAST 102 STREET,ROCKAWAY PARKWAY
2142015,N,Y,N,583,PARK AVENUE,MARCY AVENUE,NOSTRAND AVENUE
2142015,N,Y,N,583,PARK AVENUE,MARCY AVENUE,NOSTRAND AVENUE
2152015,N,Y,N, , ,FRANKLIN AVENUE,GATES AVENUE
2152015,N,Y,N, , ,FRANKLIN AVENUE,GATES AVENUE
2172015,Y,Y,N,295,NOSTRAND AVENUE,GREENE AVENUE,CLIFTON PLACE
2202015,N,Y,N,979,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE
2212015,Y,Y,N,1210,DECATUR STREET,WILSON AVENUE,CENTRAL AVENUE
2252015,N,Y,N, , ,MERMAID AVENUE,WEST 17 STREET
2272015,N,Y,N,650,EAST 29 STREET,FLATBUSH AVENUE,FARRAGUT ROAD
3112015,N,Y,N, , ,EAST 57 STREET,FOSTER AVENUE
3152015,N,N,N, , ,KOSCIUSZKO STREET,MARCY AVENUE
3152015,N,N,N, , ,KOSCIUSZKO STREET,MARCY AVENUE
3192015,N,Y,N,311,OSBORN STREET,TILDEN HOUSES,BROWNSVILLE HOUSES
3222015,N,Y,N,385,GATES AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE
3262015,N,N,N, , ,EAST 3 STREET,DITMAS AVENUE
3292015,N,Y,N, , ,WARREN STREET,4 AVENUE
4032015,N,N,N,426,COLUMBIA STREET,LORRAINE STREET,WEST 9 STREET
4032015,N,N,N,426,COLUMBIA STREET,LORRAINE STREET,WEST 9 STREET
4092015,N,N,N, , ,SAINT JAMES PLACE,GREENE AVENUE
4092015,N,N,N,3144,CONEY ISLAND AVENUE,BRIGHTON BEACH AVENUE,OCEANVIEW AVENUE
4092015,N,N,N, , ,AVENUE W,BATCHELDER STREET
4112015,Y,Y,Y, , ,BROADWAY,MYRTLE AVENUE
4152015,Y,N,N,1259,LORING AVENUE,ELDERTS LANE,AUTUMN AVENUE
4162015,Y,Y,Y,160,MENAHAN STREET,WILSON AVENUE,CENTRAL AVENUE
4222015,N,N,N,289,BLAKE AVENUE,STONE AVENUE,ROCKAWAY AVENUE
4232015,Y,N,N,523,EAST 108 STREET,GLENWOOD ROAD,STANLEY AVENUE
4242015,N,N,N,2048,86 STREET,BAY 26 STREET,BAY 25 STREET
4242015,N,N,N,190,YORK STREET,GOLD STREET,BRIDGE STREET
4272015,N,N,N,520,BARBEY STREET,BLAKE AVENUE,SUTTER AVENUE
4282015,N,N,N, , ,HENRY STREET,HUNTS LANE
4292015,N,N,N,2250,WEST 11 STREET,AVENUE W,MARLBOROUGH PROJECTS
4302015,N,Y,N, , ,FULTON STREET,LOGAN STREET
